id,text,associated_user,lang,time_zone,geolocation,recorded_at,occurred_at
12356,"RT @AloisNavarro: ""L'emploi au Royaume-Uni atteint un record, MALGRE LE VOTE SUR LE BREXIT"" 
https://t.co/nSilQpVWnC",2325832484,fr,Paris,,2016-10-19 18:20:32.278116,2016-10-19 18:20:32
12357,RT @joannaccherry: Today I'm leading @theSNP Westminster debate demanding a cast iron guarantee that EU nationals status in UK will be prot…,2428148802,en,London,,2016-10-19 18:20:33.29654,2016-10-19 18:20:33
12358,"RT @AwardsDaily: The danger here is that, like with Brexit, people stay home because they think it's a done deal. Don't. https://t.co/pOLSl…",727558548540956672,en,,,2016-10-19 18:20:33.604795,2016-10-19 18:20:33
12359,RT @HuffPostUKPol: Philip Hammond confirms Cabinet Brexit splits and swipes at hard Brexiteers https://t.co/h8vNYfwvw8 https://t.co/w4Et8EG…,463858467,en,,,2016-10-19 18:20:34.99642,2016-10-19 18:20:34
12360,RT @Michael_Heaver: Public voted to leave single market and for proper border controls. If MPs block Brexit consequences will be huge... ht…,523085134,en,London,,2016-10-19 18:20:35.12129,2016-10-19 18:20:34
12361,RT @AngusRobertson: Disgracefully 293 MPs opposed this moderate and inclusive motion about EU nationals. Thanks to the 250 who voted fo… ,2638884760,en,,,2016-10-19 18:20:35.526673,2016-10-19 18:20:35
12362,RT @artsforeu: Good luck - I hope you &amp; Lib Dems don't split the anti Hard Brexit vote and let Tories in. What happened to elector… ,331269606,en,,,2016-10-19 18:20:38.90009,2016-10-19 18:20:38
12363,RT @Michael_Heaver: Parliament's Brexit Committee being chaired by MP who wants to effectively overrule referendum result. Says it all! htt…,90182089,en,London,,2016-10-19 18:20:40.263108,2016-10-19 18:20:40
12364,"RT @jackcantillon: I did an interview with @guardian to discuss Brexit's impact on my generation in London. 
https://t.co/S3RjORNFxq",272178411,en,Casablanca,,2016-10-19 18:20:42.859732,2016-10-19 18:20:42
12365,"RT @hrtbps: ⚡️ “Anti-Brexit traitors outed on twitter”

https://t.co/7fm0Cv9TpA",716890724,en,,,2016-10-19 18:20:42.871588,2016-10-19 18:20:42
12366,RT @TheborderIzsafe: The betting pattern that called Brexit has a terrifying prediction about the US election https://t.co/ZUZsQBMW5V,2369654078,en,,,2016-10-19 18:20:42.995799,2016-10-19 18:20:42
12367,"RT @TheTrumpTrain: ""Highly possible @realDonaldTrump could win just like Brexit."" Robin Leach -Similarities are striking! Outsider sup… ",25898042,en,Pacific Time (US & Canada),,2016-10-19 18:20:44.758377,2016-10-19 18:20:44
12368,"RT @AwardsDaily: The danger here is that, like with Brexit, people stay home because they think it's a done deal. Don't. https://t.co/pOLSl…",371412800,en,Quito,,2016-10-19 18:20:47.088473,2016-10-19 18:20:46
12369,"RT @eucopresident: My remarks on #Brexit, #CETA and #MigrationEU following the #TripartiteSocialSummit: https://t.co/CMJKPOSkw9 #EUCO https…",330250653,en,Brussels,,2016-10-19 18:20:47.247381,2016-10-19 18:20:46
12370,"RT @Far_Right_Watch: Westminster *must* debate and vote on the #Brexit Deal. It's called Sovereignty. 

Remember that, #Ukip? You campai… ",962468713,en,,,2016-10-19 18:20:48.071016,2016-10-19 18:20:47
12371,RT @FraserNelson: Who voted for Brexit? https://t.co/eFzUdbC7yh,737572579,en,,,2016-10-19 18:20:48.089681,2016-10-19 18:20:47
12372,RT @MIPIMWorld: Watch Sir Howard Davies and Guy Hands discuss property sector post Brexit at #MIPIMUK https://t.co/sZ0mjxnv0N https://t.co/…,1317845130,en,Baghdad,,2016-10-19 18:20:48.218417,2016-10-19 18:20:48
12373,RT @stvharry: At least continental Europe is capable of coming to a Brexit decision https://t.co/g6NonmWnze,26961730,en,London,,2016-10-19 18:20:48.593091,2016-10-19 18:20:48
12374,RT @CantSwingACat: Britain's Brexit plan reminds me of the time the school's roof collapsed &amp; we sold rice crispy cakes 'cause we were 10 &amp;…,16025527,en,London,,2016-10-19 18:20:49.688938,2016-10-19 18:20:49
12375,RT @JohnSimpsonNews: Cabinet told that after hard #Brexit UK will have to increase trade with 10 main non-EU partners by 37% just to keep i…,20358219,en,London,,2016-10-19 18:20:50.155158,2016-10-19 18:20:49
12376,"RT @brenz1: They are obviously weak on character assessment. If someone did that to me, I would fight to the end like #Trump is… ",493926139,en,,,2016-10-19 18:20:50.805715,2016-10-19 18:20:50
12377,RT @CantSwingACat: Britain's Brexit plan reminds me of the time the school's roof collapsed &amp; we sold rice crispy cakes 'cause we were 10 &amp;…,82343613,en,,,2016-10-19 18:20:51.072137,2016-10-19 18:20:50
12378,"RT @FT: Thanks, Brexit. Suddenly everyone wants to be German. https://t.co/A6iTMQA2MF",2864323282,en,,,2016-10-19 18:20:51.171184,2016-10-19 18:20:50
12379,RT @cathynewman: Hungarian's FM is that tariff-free trade should continue post Brexit ie when UK no longer accepts freedom of moveme… ,3192196072,en,,,2016-10-19 18:20:52.400711,2016-10-19 18:20:52
12380,"RT @DavidJo52951945: RT Theresa May is a joke.Delayed Brexit,backed Sharia,scrapped points based immigration system &amp; caved into opening… ",4376465909,en,,,2016-10-19 18:20:53.820906,2016-10-19 18:20:53
12381,RT @AngusRobertson: Disgracefully 293 MPs opposed this moderate and inclusive motion about EU nationals. Thanks to the 250 who voted fo… ,260510301,en,,,2016-10-19 18:20:54.498735,2016-10-19 18:20:54
12382,"RT @UniteunionNI: Jimmy Kelly: the power-sharing government’s search for a rate as low as 10% as an “unwinnable race for the bottom"" https:…",428437606,en,,,2016-10-19 18:20:55.671146,2016-10-19 18:20:55
12383,"RT @hrtbps: ⚡️ “Anti-Brexit traitors outed on twitter”

https://t.co/7fm0Cv9TpA",21598112,en,London,,2016-10-19 18:20:55.845617,2016-10-19 18:20:55
12384,"RT @SJ_Powell: Brexit cheer as ING traders move to London 
Let's get corp tax down to 15% &amp; have these companies pay in the UK👍

https://t.…",125767161,en,,,2016-10-19 18:20:57.662899,2016-10-19 18:20:57
12385,RT @ReutersWorld: Finland wants security cooperation to be part of Brexit talks: PM https://t.co/rlWgUebz50,1367203292,en,Rome,,2016-10-19 18:20:58.016401,2016-10-19 18:20:57
12386,RT @simonjhix: Excellent analysis of UK &amp; EU positions on all the key Brexit issues by @GeorgeWParker @alexebarker &amp; @JamesBlitz https://t.…,33315010,en,London,,2016-10-19 18:21:00.163658,2016-10-19 18:20:59
12387,"RT @DavidJo52951945: RT Theresa May is a joke.Delayed Brexit,backed Sharia,scrapped points based immigration system &amp; caved into opening… ",90182089,en,London,,2016-10-19 18:21:00.410972,2016-10-19 18:21:00
12388,RT @ConNewsNow: Betting pattern that called Brexit predicting Trump presidency https://t.co/llk0WVMaJX #tcot #UniteBlue #p2,1728405805,en,Central Time (US & Canada),,2016-10-19 18:21:00.469411,2016-10-19 18:21:00
12389,RT @FraserNelson: Who voted for Brexit? https://t.co/eFzUdbC7yh,1012916449,en,Casablanca,,2016-10-19 18:21:00.722124,2016-10-19 18:21:00
12390,RT @JohnSimpsonNews: Cabinet told that after hard #Brexit UK will have to increase trade with 10 main non-EU partners by 37% just to keep i…,557127054,en,London,,2016-10-19 18:21:03.014674,2016-10-19 18:21:02
12391,"RT @conelmazo_dando: Odian nuestra cultura y nuestras costumbres, vienen a eliminarlas o a eliminrnos #StopIslamizacion https://t.co/P4UVsB…",503855929,es,Pacific Time (US & Canada),,2016-10-19 18:21:03.135005,2016-10-19 18:21:02
12471,RT @Copa90: The most pointless attack on Sterling since Brexit.,522510150,en,London,,2016-10-19 20:20:43.874005,2016-10-19 20:20:43
12392,RT @TCFTEurope: Taking @TCFTEurope to Bridport next week with @CardboardCitz to launch the Southwest chapter of @weareundivided for youth v…,872399592,en,London,,2016-10-19 18:21:03.337877,2016-10-19 18:21:03
12393,RT @DavidJo52951945: Parliament will never agree to hard Brexit or immigration control.MP's have a big remain majority &amp; will vote down htt…,880641367,en,,,2016-10-19 18:21:04.702474,2016-10-19 18:21:04
12394,RT @Costingtheearth: Second chance to hear out post-brexit and the countryside debate tonight at 9pm @BBCRadio4 https://t.co/EBJDcjsu3n,552925539,en,Amsterdam,,2016-10-19 18:21:04.92848,2016-10-19 18:21:04
12395,RT @demorgen: #Brexit doet steeds meer Britten nationaliteit aanvragen in rest van Europa https://t.co/63dUe7ebDX https://t.co/ysd3lkBYnN,1136522773,nl,,,2016-10-19 18:21:05.507813,2016-10-19 18:21:05
12396,"RT @UPR_Asselineau: Mon nouvel entretien d'actualité est en ligne #BREXIT Affaires #LATECOERE et #RWM #HONGRIE #PENTAGONE
https://t.co/hEg6…",2545539912,fr,,,2016-10-19 18:21:05.872175,2016-10-19 18:21:05
12397,RT @Michael_Heaver: Parliament's Brexit Committee being chaired by MP who wants to effectively overrule referendum result. Says it all! htt…,130190749,en,London,,2016-10-19 18:21:06.159437,2016-10-19 18:21:05
12398,"RT @sturdyAlex: *Brexit gets in taxi*

-Where to?
-Leaving
-Ok. Where are we going?
-LEAVING
-Can you give me a dire-
-MANDATE
-Is that a b…",74231208,en,,,2016-10-19 18:21:06.774251,2016-10-19 18:21:06
12399,"RT @WeNeedTrump: Remember BREXIT? Look how much they were ""trailing"" by in the polls on the DAY of the vote...

https://t.co/O7D2wzPUBN",3308267474,en,,,2016-10-19 18:21:07.377097,2016-10-19 18:21:07
12400,"RT @scotlab4indy: What union would you rather be part of? A democratic, progressive and open European Union, or a UK closed to the world? #…",75630516,en,,,2016-10-19 18:21:08.571218,2016-10-19 18:21:08
12401,RT @joannaccherry: Today I'm leading @theSNP Westminster debate demanding a cast iron guarantee that EU nationals status in UK will be prot…,134053539,en,Edinburgh,,2016-10-19 18:21:11.230069,2016-10-19 18:21:11
12402,RT @RichardWellings: Economies of scale mean it's almost as cheap to ship goods to the UK from Hong Kong as from southern Europe https://t.…,25097735,en,London,,2016-10-19 19:20:50.85263,2016-10-19 19:20:50
12403,"RT @DavidJo52951945: The Tories will got to civil war over the EU &amp; split just like they did in the 90's,only UKIP will fight for Brexit ht…",1854824490,en,,,2016-10-19 19:20:51.566326,2016-10-19 19:20:51
12404,RT @SputnikNewsUK: Afternoon #tea items like #jam and #biscuits will form a central plank of Britain's post-#Brexit trade plans… ,4904991363,en,,,2016-10-19 19:20:54.420463,2016-10-19 19:20:54
12405,"RT @IanDunt: If she does that, she'll win. Not because people want hard Brexit, but because Corbyn is useless.",9285512,en,London,,2016-10-19 19:20:54.453824,2016-10-19 19:20:54
12406,RT @Adam8Knight: #WitneyByElection tomorrow. Reminder that I am endorsing @lizleffman as believe we need to unite to fight the 'hard' Brexi…,98948634,en,London,,2016-10-19 19:20:54.991003,2016-10-19 19:20:54
12407,RT @Mimecast: We signed @TechCityUK's open letter urging UK gov to consider access to tech talent post-Brexit… ,279144084,en,London,,2016-10-19 19:20:56.23131,2016-10-19 19:20:56
12408,"RT @theordinaryman2: This is not my Flag &amp; never will be

Re-tweet if you agree

#EUreferendum #LeaveEU #StrongerIn #Brexit #VoteLeave http…",2371015914,en,Pacific Time (US & Canada),,2016-10-19 19:20:56.897664,2016-10-19 19:20:56
12409,RT @PrisonPlanet: The hatred that has swept Britain since Brexit is disgusting. https://t.co/KtOuTk3yvE,3899337568,en,Pacific Time (US & Canada),,2016-10-19 19:20:59.476696,2016-10-19 19:20:59
12410,"RT @hughster: Corbyn wanted Kate Hoey, the most pro-Brexit Labour MP in Parliament, to head the Commons Brexit Committee. Make of… ",2452970067,en,,,2016-10-19 19:20:59.865806,2016-10-19 19:20:59
12411,RT @JohnSimpsonNews: Cabinet told that after hard #Brexit UK will have to increase trade with 10 main non-EU partners by 37% just to keep i…,755344525657268224,en,,,2016-10-19 19:20:59.933574,2016-10-19 19:20:59
12412,"RT @CloughOlive: ""Pro-#Brexit politicians' compasses are set not by the interests of the British people but by...English nationalism… ",66994755,en,Paris,,2016-10-19 19:21:00.266408,2016-10-19 19:20:59
12413,RT @AlexTaylorNews: Après ce que la Ministre de l'Agriculture pro-Brexit a dit hier au SIAL !! https://t.co/Y13O8ahusw,197391195,fr,London,,2016-10-19 19:21:00.633082,2016-10-19 19:21:00
12414,RT @JohnRentoul: Andrew Grice on the Lib Dem fightback in the Witney by-election tomorrow @IndyVoices https://t.co/9OKIqPA38z,2151595764,en,,,2016-10-19 19:21:02.081722,2016-10-19 19:21:01
12415,RT @formichenews: Come si muove la Francia per attrarre #investimenti e sfruttare la #Brexit - L'articolo di @Pat25Lic  https://t.co/FUJIHE…,481457729,it,Athens,,2016-10-19 19:21:02.197446,2016-10-19 19:21:01
12416,RT @videorev_: There’s been a huge rise in #racism after #Brexit. Here’s 5 ways you can combat it https://t.co/Arde9QfcTt,5508012,en,Eastern Time (US & Canada),,2016-10-19 19:21:03.173326,2016-10-19 19:21:02
12417,"RT @Stonewall_77: Listen Up, Big Media: Obama Global Disapproval at 8 Year High. Brexit, Amexit. Your Time Is Near. https://t.co/aKhJKQAXt0…",431917957,en,,,2016-10-19 19:21:03.489632,2016-10-19 19:21:03
12418,"RT @EFDgroup: ""Brexit could end up CUTTING food prices as farmers will be freed from billions of pounds' of Brussels red tape"" 

https://t.…",23290375,en,London,,2016-10-19 19:21:03.665414,2016-10-19 19:21:03
12419,"RT @coollike: ""MOVE INSIDE THE TRAIN! These people want to get to work! To save the economy after you voted Brexit!"" -Conductor on the tube…",4030005979,en,,,2016-10-19 19:21:03.700292,2016-10-19 19:21:03
12420,RT @stephanieboland: Brilliant writing from Eimear McBride - the lack of regard for NI in Brexit negotiations should make us all furious… ,3121568303,en,,,2016-10-19 19:21:04.492557,2016-10-19 19:21:04
12421,"RT @alfonslopeztena: Europe's languages first ruling on the word Brexit: it's masculine, unless you speak Italian.
https://t.co/6xotv7tab3",390752287,en,Eastern Time (US & Canada),,2016-10-19 19:21:04.540265,2016-10-19 19:21:04
12422,RT @DavidJo52951945: Funny MP’s didn’t care when they gave the EU countless powers or opened UK borders to millions. Now we want Brexit… ,3524511797,en,,,2016-10-19 19:21:04.712051,2016-10-19 19:21:04
12423,RT @ChukaUmunna: Big congrats to @YvetteCooperMP and @hilarybennmp who become the new chairs of @CommonsHomeAffs and the Brexit Select Comm…,785633443312959488,en,,,2016-10-19 19:21:05.475379,2016-10-19 19:21:05
12424,RT @Voftheppl: They've had to amend the bus. #Brexit https://t.co/zvairMiTIL,244154860,en,,,2016-10-19 19:21:05.487795,2016-10-19 19:21:05
12425,RT @vDonaldTrump: https://t.co/KgwCp4YX01 on #Brexit ~ We get it!! #AmericaFirst https://t.co/mUMCMAaFuR,58422100,en,Bratislava,,2016-10-19 19:21:05.999431,2016-10-19 19:21:05
12426,RT @Scotpol1314: Please note all those who believe Scotland's interests will be protected by WM https://t.co/mmruJv33FF,1560434221,en,London,,2016-10-19 19:21:06.428837,2016-10-19 19:21:06
12427,RT @BdailyLondon: Will the @TechCityUK future fifty open letter from #tech #startups have any impact on gov's #Brexit course?… ,279144084,en,London,,2016-10-19 19:21:08.37853,2016-10-19 19:21:08
12428,RT @apharrington123: Stopping Brexit isn’t damaging our democracy. It’s repairing the damage already done by the very holding of a self-ser…,3152897885,en,,,2016-10-19 19:21:08.393581,2016-10-19 19:21:08
12429,RT @richardosman: I would be very comfortable with these four lovely semi-finalists representing the UK in all future Brexit negotiations.…,2552784936,en,,,2016-10-19 19:21:08.589545,2016-10-19 19:21:08
12430,"RT @JolyonMaugham: How do you balance efficacy and democratic accountability, a question faced by both the EU Commission and DexEU. https:/…",403466766,en,Hawaii,,2016-10-19 19:21:08.743818,2016-10-19 19:21:08
12431,RT @richardosman: I would be very comfortable with these four lovely semi-finalists representing the UK in all future Brexit negotiations.…,767203535964504065,en,London,,2016-10-19 19:21:09.556874,2016-10-19 19:21:09
12432,"RT @hrtbps: ⚡️ “Anti-Brexit traitors outed on twitter”

https://t.co/7fm0Cv9TpA",199089760,en,Edinburgh,,2016-10-19 19:21:09.648438,2016-10-19 19:21:09
12433,RT @GrahameLucas: David Cameron's Government Agreed Referendums 'Are Only Advisory' #Brexit https://t.co/AWXLNu2YQ3,755344525657268224,en,,,2016-10-19 19:21:10.37224,2016-10-19 19:21:10
12434,RT @richardosman: I would be very comfortable with these four lovely semi-finalists representing the UK in all future Brexit negotiations.…,572450963,en,,,2016-10-19 19:21:10.51184,2016-10-19 19:21:10
12435,"RT @BrexitCentral: .@DanielJHannan: Cheer up @nick_clegg, we’ll all save cash in Brexit Britain so stop insulting us https://t.co/2svrNZCC3w",85794542,en,Pacific Time (US & Canada),,2016-10-19 19:21:11.181682,2016-10-19 19:21:11
12436,"RT @haveigotnews: As biscuits form basis of government’s Brexit trade plans, Andrea Leadsom will not say whether she favours a hard or a so…",1712242927,en,,,2016-10-19 19:21:11.269251,2016-10-19 19:21:11
12437,"RT @KeepUsInTheEU: ""You may appeal the verdict after your execution"" https://t.co/0Ly2lijNor",520202358,en,London,,2016-10-19 19:21:11.912229,2016-10-19 19:21:11
12438,RT @richardosman: I would be very comfortable with these four lovely semi-finalists representing the UK in all future Brexit negotiations.…,2723001964,en,,,2016-10-19 19:21:13.757542,2016-10-19 19:21:13
12439,RT @DarHuddleston: I wish I was in Vegas with all my lovable Deplorable's yelling Trump Trump Trump with Mr Brexit telling Mrs CNN YES… ,3440693962,en,Eastern Time (US & Canada),,2016-10-19 19:21:14.371838,2016-10-19 19:21:13
12440,RT @DarHuddleston: I wish I was in Vegas with all my lovable Deplorable's yelling Trump Trump Trump with Mr Brexit telling Mrs CNN YES… ,86378821,en,Eastern Time (US & Canada),,2016-10-19 19:21:15.282561,2016-10-19 19:21:15
12441,"RT @eucopresident: Really appreciative of social partners' strong, impartial position on #Brexit, when it comes to Single market and four f…",2325407758,en,,,2016-10-19 19:21:15.610509,2016-10-19 19:21:15
12442,RT @RichardWellings: Economies of scale mean it's almost as cheap to ship goods to the UK from Hong Kong as from southern Europe https://t.…,346777689,en,Stockholm,,2016-10-19 19:21:16.532262,2016-10-19 19:21:16
12443,RT @DavidJo52951945: Funny MP’s didn’t care when they gave the EU countless powers or opened UK borders to millions. Now we want Brexit… ,4559222536,en,,,2016-10-19 19:21:16.760694,2016-10-19 19:21:16
12444,RT @IJNewsNet: Brexit effect : GBP/USD dropped 15.6% in 3 months! https://t.co/nmOMNWs7Vu,357430764,en,Prague,,2016-10-19 19:21:18.115702,2016-10-19 19:21:17
12445,RT @LinesnCircles: This. Amen. #Brexit https://t.co/6lNdex5Ir9,388790623,en,Casablanca,,2016-10-19 19:21:19.104242,2016-10-19 19:21:18
12446,RT @CantSwingACat: Britain's Brexit plan reminds me of the time the school's roof collapsed &amp; we sold rice crispy cakes 'cause we were 10 &amp;…,369525040,en,Madrid,,2016-10-19 19:21:20.495326,2016-10-19 19:21:20
12447,RT @richardosman: I would be very comfortable with these four lovely semi-finalists representing the UK in all future Brexit negotiations.…,16282745,en,London,,2016-10-19 19:21:20.92569,2016-10-19 19:21:20
12448,"RT @Stonewall_77: Listen Up, Big Media: Obama Global Disapproval at 8 Year High. Brexit, Amexit. Your Time Is Near. https://t.co/aKhJKQAXt0…",273970953,en,Eastern Time (US & Canada),,2016-10-19 19:21:21.272902,2016-10-19 19:21:21
12449,RT @grahamfarmelo: UK govt ministers agreed 6 years ago that referendums “cannot be legally binding” – so MPs &amp; peers should decide: https:…,115315917,en,,,2016-10-19 19:21:21.431827,2016-10-19 19:21:20
12450,"RT @DavidBowles21: Now we just need compulsory cctv for the rest, something #Brexit can deliver @DefraGovUK https://t.co/b74gbjN8iF",21114741,en,London,,2016-10-19 19:21:21.444691,2016-10-19 19:21:21
12451,RT @NaYaKnoMi: #brexit victory for the uk's white supremacists party legitimized this behavior as we see here with trump criminals… ,860530914,en,,,2016-10-19 19:21:23.264009,2016-10-19 19:21:22
12452,RT @EmmakJackson: Reading about how tea and biscuits will save us from Brexit. Reminded of this Stuart Hall quote from 1991... https://t.co…,258747765,en,London,,2016-10-19 19:21:23.506379,2016-10-19 19:21:23
12453,RT @Independent: Forget Brexit – this is what will happen to the world economy if Donald Trump wins the US election https://t.co/cdagELSiOz,2949979128,en,,,2016-10-19 19:21:23.620188,2016-10-19 19:21:23
12454,RT @faisalislam: From Irish sectoral impact study on Brexit: https://t.co/67oXHIb2uX https://t.co/W1qOVK7Vij,219831249,en,Dublin,,2016-10-19 19:21:26.194992,2016-10-19 19:21:26
12455,RT @richardosman: I would be very comfortable with these four lovely semi-finalists representing the UK in all future Brexit negotiations.…,1693547010,en,,,2016-10-19 19:21:26.961072,2016-10-19 19:21:26
12456,RT @CROWENATION2016: 🇹🇻 #DishonestMedia did the same thing to 🇬🇧 by trying to convince them not to vote bc had no chance of leaving EU! #Dr…,722275037055729665,en,,,2016-10-19 19:21:27.840946,2016-10-19 19:21:27
12457,"RT @chdauriac: Brexit : quand l'Écosse éternue, l'Irlande du Nord s'enrhume https://t.co/FhKeYvfjXc via @LePoint",35761322,fr,Brussels,,2016-10-19 19:21:27.853855,2016-10-19 19:21:27
12458,RT @Herbiv4: Agree with you there Reece. We have a few good people in important posts. Massively contrasted by shad. home sec. &amp;… ,116042387,en,London,,2016-10-19 19:21:28.015422,2016-10-19 19:21:27
12459,"RT @Stonewall_77: Listen Up, Big Media: Obama Global Disapproval at 8 Year High. Brexit, Amexit. Your Time Is Near. https://t.co/aKhJKQAXt0…",193357080,en,Arizona,,2016-10-19 19:21:28.395847,2016-10-19 19:21:27
12460,RT @ClareFMoran: Scottish independence is the only hope for young people after Brexit https://t.co/dCXMv0iwYw,723251650174017536,en,Pacific Time (US & Canada),,2016-10-19 19:21:28.410341,2016-10-19 19:21:28
12461,RT @EVA_fi: Brittiasiantuntija: Kova ero odottaa Britanniaa @CER_Grant oli tänään EVAn vieraana https://t.co/kKEYAcnOVV #brexit,777787663214673920,fi,,,2016-10-19 19:21:28.698544,2016-10-19 19:21:28
12462,RT @richardosman: I would be very comfortable with these four lovely semi-finalists representing the UK in all future Brexit negotiations.…,322594138,en,,,2016-10-19 19:21:28.952777,2016-10-19 19:21:28
12463,"RT @ccifuentes: 🎥 La @ComunidadMadrid es el mejor destino para vivir, trabajar e invertir 💡👍🏼 #PiensaEnMadrid #ThinkMadrid #Brexit… ",816720703,es,,,2016-10-19 19:21:29.548582,2016-10-19 19:21:29
12464,RT @DRUDGE_REPORT: Betting pattern that called Brexit predicting Trump presidency... https://t.co/ouAkOYwu48,502832540,en,,,2016-10-19 19:21:29.658605,2016-10-19 19:21:29
12465,RT @vDonaldTrump: https://t.co/KgwCp4YX01 on #Brexit ~ We get it!! #AmericaFirst https://t.co/h2THrc5HBQ,574844012,en,,,2016-10-19 19:21:29.760442,2016-10-19 19:21:29
12466,"RT @ThomasPride: Anyone else see the flaw in May's plan to base our post-Brexit economy on selling our food to the Chinese, Indians, French…",703315907527970819,en,,,2016-10-19 19:21:29.979121,2016-10-19 19:21:29
12467,RT @AngusRobertson: Disgracefully 293 MPs opposed this moderate and inclusive motion about EU nationals. Thanks to the 250 who voted fo… ,21287152,en,Edinburgh,,2016-10-19 19:21:31.69159,2016-10-19 19:21:31
12468,RT @vincentdonofrio: True no vote is a vote for the opposition. Vote!!! !!! https://t.co/37qwE8jRMT,2236428912,en,America/Chicago,,2016-10-19 19:21:31.741857,2016-10-19 19:21:31
12469,RT @RedHotSquirrel: For 60 years we've been duped. The time for change is now. And Brexit will trigger it. That's why the elite fears it so…,762658422466744320,en,,,2016-10-19 19:21:31.899785,2016-10-19 19:21:31
12472,RT @JohnSimpsonNews: Cabinet told that after hard #Brexit UK will have to increase trade with 10 main non-EU partners by 37% just to keep i…,425180519,en,Casablanca,,2016-10-19 20:20:44.724509,2016-10-19 20:20:44
12473,"RT @JellyWobbleBott: The grim reality of Brexit increases with each passing day! Eventually, The Daily Mail, Express &amp; Sun will be power… ",248777189,en,,,2016-10-19 20:20:44.838369,2016-10-19 20:20:44
12474,"RT @ExcelPope: Really looking forward to Football Manager 2017, with its, now famous, Brexit mode.  Shame about the bugs, really. https://t…",178688619,en,,,2016-10-19 20:20:45.775809,2016-10-19 20:20:45
12475,RT @Copa90: The most pointless attack on Sterling since Brexit.,350728260,en,,,2016-10-19 20:20:46.11579,2016-10-19 20:20:45
12476,RT @Copa90: The most pointless attack on Sterling since Brexit.,2192976389,en,,,2016-10-19 20:20:46.45555,2016-10-19 20:20:46
12477,RT @JohnSimpsonNews: Cabinet told that after hard #Brexit UK will have to increase trade with 10 main non-EU partners by 37% just to keep i…,361910577,en,,,2016-10-19 20:20:46.500504,2016-10-19 20:20:46
12478,RT @RitzyBacon2: Amazing how the mainstream media .. SAYS NOTHING about 👇🏻🇺🇸 #christians #ccot #pjnet #MAGA #VoteTrump2016… ,861374743,en,Pacific Time (US & Canada),,2016-10-19 20:20:47.263673,2016-10-19 20:20:47
12479,"RT @jelle_simons: UK's Brexit Trade Plan Involves Selling Beef To Japan, Where British Beef Is Banned https://t.co/F0aE25tgpA via @alberton…",28082856,en,London,,2016-10-19 20:20:48.256968,2016-10-19 20:20:47
12480,RT @pvandck: Parliament has the right to reject Brexit. Period. https://t.co/Qkbxj2kDF7,784406878960902144,en,Pacific Time (US & Canada),,2016-10-19 20:20:48.374176,2016-10-19 20:20:48
12481,RT @AdamScovell: Some interesting discussions recently on here re: the likeness between Brexit and Folk Horror. Touch upon it quite… ,31476265,en,London,,2016-10-19 20:20:48.66767,2016-10-19 20:20:48
12482,"RT @MarcherLord1: 2010 - inflation at 5.2%
2016 - inflation at 1%

According to the BBC, the world has just ended and it's all YOUR fault f…",2750688561,en,,,2016-10-19 20:20:50.892061,2016-10-19 20:20:50
12483,RT @FrazJazz: Paddington is from Peru.  He is not allowed in the UK on a Tier 2 visa because Peru is not in the EU &amp; he doesn't e… ,2897257769,en,Eastern Time (US & Canada),,2016-10-19 20:20:50.913277,2016-10-19 20:20:50
12484,RT @Copa90: The most pointless attack on Sterling since Brexit.,393606509,en,Stockholm,,2016-10-19 20:20:51.127687,2016-10-19 20:20:50
12485,"RT @sueperkins: On tonight's GBBO, the bakers make mini cheesecakes that reflect their feelings on Brexit, plus Mary's creepy clown surpris…",18900109,en,London,,2016-10-19 20:20:51.285687,2016-10-19 20:20:51
12486,RT @Rockprincess818: Betting patterns looking identical to Brexit. British bookies moved the line towards Trump 4 times just this week.  ht…,25456537,en,Pacific Time (US & Canada),,2016-10-19 20:20:51.39102,2016-10-19 20:20:50
12487,"RT @Shrink_at_Large: Number 10 just confirmed MPs will get a vote on Brexit, but only after Article 50 is triggered. Maybe the most stupid…",2457530775,en,,,2016-10-19 20:20:51.937328,2016-10-19 20:20:51
12488,"RT @sueperkins: On tonight's GBBO, the bakers make mini cheesecakes that reflect their feelings on Brexit, plus Mary's creepy clown surpris…",3312997545,en,London,,2016-10-19 20:20:52.124224,2016-10-19 20:20:52
12489,RT @EFTA4UK: Norwegian Ambassador Reveals Norway Doesn't Pay for EU Single Market Access: #brexit https://t.co/7KHgGw7JB4,3807368123,en,,,2016-10-19 20:20:52.222601,2016-10-19 20:20:51
12490,"RT @marcuschown: Appalling as it is, some members of govt subscribe to ""disaster capitalism"". They see it as way to remove welfare s… ",438228782,en,,,2016-10-19 20:20:52.721758,2016-10-19 20:20:52
12491,"RT @hrtbps: ⚡️ “Anti-Brexit traitors outed on twitter”

https://t.co/7fm0Cv9TpA",36678992,en,Amsterdam,,2016-10-19 20:20:53.808459,2016-10-19 20:20:53
12492,RT @Copa90: The most pointless attack on Sterling since Brexit.,255997805,en,Amsterdam,,2016-10-19 20:20:54.204482,2016-10-19 20:20:53
12493,"RT @terencehooson: Botched Brexit? PM May U-turns on giving MPs vote, squabbles with chancellor https://t.co/WSzy5MRjSr",3235627787,en,,,2016-10-19 20:20:54.804132,2016-10-19 20:20:54
